GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
agon1238	Agona	Agona	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;akan1251;akan1250
agra1238	Agrab	Agrab	East Chadic	Afro-Asiatic		dialect	Africa			afro1255;chad1250;east2632;east2633;east2709;dang1275;birg1240;birg1239
agta1234	Agta-Pahanan	AgtaPahanan	Northern Luzon	Austronesian		language	Papunesia	17.0538	122.2802	aust1307;mala1545;nort3238;nort3187;nucl1755;para1320
agua1252	Aguacateco	Aguacateco	Mayan	Mayan		language	North America	15.3307	-91.3153	maya1287;core1254;quic1274;grea1277;ixil1250
agua1253	Aguaruna	Aguaruna	Jivaroan	Chicham		language	South America	-5.3004	-77.9218	jiva1245
agua1254	Aguarico	Aguarico	Cofán	Cofán		dialect	South America			cofa1242
aguf1237	Agufi	Agufi	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;sout2853;mala1485;mala1540;sanc1243;faga1239
agul1243	Agulis	Agulis	Armenian	Indo-European		dialect	Eurasia			indo1319;arme1241;east2768;nucl1235;agul1245
agul1244	Agul	Agul	Lezgic	Nakh-Daghestanian		dialect	Eurasia			nakh1245;dagh1238;lezg1248;nucl1321;east2790;east2367;aghu1259;aghu1253
agul1245	Agulis-Meghri	AgulisMeghri	Armenian	Indo-European		dialect				indo1319;arme1241;east2768;nucl1235
agun1238	Aguna	Aguna	Kwa	Atlantic-Congo		language	Africa	7.4926	1.7445	atla1278;volt1241;kwav1236;gbee1241;west2802;ewei1234
aguo1238	Aguok	Aguok	Nilotic	Nilotic		dialect	Africa			nilo1247;west2493;dink1261;dink1262;sout2832
agus1235	Agusan Manobo	AgusanManobo	Greater Central Philippine	Austronesian		language	Papunesia	8.6273	125.7420	aust1307;mala1545;grea1284;mano1276;cent2255;east2778;east2742;east2478
agut1237	Agutaynen	Agutaynen	Malayo-Polynesian	Austronesian		language	Papunesia	10.5328	119.6550	aust1307;mala1545;kala1389
aguu1241	Agu	Agu	Nungish	Sino-Tibetan		dialect	Eurasia			sino1245;nung1293;rawa1265
aguu1242	Agu (Ewe)	AguEwe	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;gbee1241;west2802;ewei1234;ewee1241
agwa1246	Agwatashi	Agwatashi	Idomoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;idom1262;etul1244;etul1246;nucl1732;alag1242
agwa1247	Agwagwune	Agwagwune	Cross River	Atlantic-Congo		language	Africa	5.8106	8.0317	atla1278;volt1241;benu1247;delt1251;uppe1418;cent2027;nort2790;ubag1244;kohu1243
ahaf1238	Ahafo	Ahafo	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;akan1251;akan1250
ahan1243	Ahanta	Ahanta	Kwa	Atlantic-Congo		language	Africa	4.8515	-1.9466	atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;biaa1238;sout2779
ahan1244	Àhàn	Ahan	Defoid	Atlantic-Congo		language	Africa	7.4414	6.0090	atla1278;volt1241;benu1247;defo1239;ayer1244
ahea1235	Aheave	Aheave	Eleman Proper	Eleman		dialect	Papunesia			nucl1580;west2573;keor1235
ahei1238	Aheima	Aheima	Talodi	Narrow Talodi		dialect	Africa			narr1279;bura1298;ngil1241;ngil1242
aher1237	Aheri	Aheri	South-Central Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3139;gond1265;nort3258;sout2711
aheu1239	Thavung	Thavung	Viet-Muong	Austroasiatic		language	Eurasia	17.7655	104.2290	aust1305;viet1250;chut1252
ahin1234	Ahin-Kayapa Kalanguya	AhinKayapaKalanguya	Northern Luzon	Austronesian		language	Papunesia	16.3210	120.9000	aust1307;mala1545;nort3238;meso1254;sout3211;sout2907;west2550;nucl1542;kall1244
ahir1242	Ahiri	Ahiri	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;bhil1254;bhil1251
ahom1240	Ahom	Ahom	Kam-Tai	Tai-Kadai		language	Eurasia	27.2778	88.4640	taik1256;kamt1241;daic1237;cent2251;wenm1239;sapa1255;sout3184;sout2743
ahte1237	Ahtena	Ahtena	Athapaskan	Athabaskan-Eyak-Tlingit		language	North America	61.7068	-144.8890	atha1245;atha1246;atha1247;nort2940
ahua1238	Ahuatempan Popoloca	AhuatempanPopoloca	Popolocan	Otomanguean		dialect	North America			otom1299;east2557;popo1292;popo1293;choc1278;popo1294;sant1454
ahwa1235	Ndunic	Ndunic	Platoid	Atlantic-Congo		language	Africa	9.1763	8.5620	atla1278;volt1241;benu1247;benu1248
ahwa1239	Ahwaz	Ahwaz	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;mand1468;nucl1706
aial1237	Ai'alu	Aialu	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;nucl1744;nort2848;bwai1241;moli1248
aibo1237	Aibondeni	Aibondeni	South Halmahera - West New Guinea	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;sout2850;sout3229;cend1238;yape1249;cent2277;ansu1238;wand1267
aich1238	Ai-Cham	AiCham	Kam-Tai	Tai-Kadai		language	Eurasia	25.4908	107.8440	taik1256;kamt1241;kams1241;then1235;maon1239;maka1300
aiew1238	Aiewomba	Aiewomba	Angan	Angan		dialect	Papunesia			anga1289;nucl1763;nort3145;safe1240
aigh1235	Aighon	Aighon	Oceanic	Austronesian		language	Papunesia	-5.9949	150.2720	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;pasi1254
aigo1239	Aigon	Aigon	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;pasi1254;aigh1235
aika1237	Aikanã	Aikana	Aikanã	Aikanã		language	South America	-12.6695	-60.5353	
aikl1237	Aiklep	Aiklep	Oceanic	Austronesian		language	Papunesia	-6.2358	149.5710	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;araw1283;west2530
aiko1237	Aikoa	Aikoa	Celebic	Austronesian		dialect	Papunesia			aust1307;mala1545;cele1242;east2488;sout2928;bung1268;west2566;inte1258;mori1269
aima1241	Aimaq	Aimaq	Iranian	Indo-European		language	Eurasia	35.2830	59.1756	indo1319;indo1320;iran1269;sout3157;midd1352;mode1259;fars1254;fars1255;east2745
aima1242	Aimara	Aimara	Kunama	Kunama		dialect	Africa			kuna1268
aime1238	Aimele	Aimele	Bosavi	Bosavi		language	Papunesia	-6.6866	142.6560	bosa1245;bosa1246
aimo1244	Aimol	Aimol	Kuki-Chin	Sino-Tibetan		language	Eurasia	24.6437	94.3556	sino1245;kuki1245;kuki1246;oldk1252;aimo1247
aimo1245	Aimoli	Aimoli	Greater Alor	Timor-Alor-Pantar		dialect	Papunesia			timo1261;alor1249;alor1250;west2787;stra1245;adan1252;adan1251
ainb1238	Ainbai	Ainbai	Border	Border		language	Papunesia	-3.0921	141.1490	bord1247;bewa1242;pagi1245
aine1237	Aine Kuruba	AineKuruba	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;bada1263;kann1259;kann1255;nucl1305
ainu1240	Hokkaido Ainu	HokkaidoAinu	Ainu	Ainu		language	Eurasia	43.6337	142.4617	ainu1252;hokk1250
ainu1251	Ainu (China)	AinuChina	Turkic	Turkic		language	Eurasia	39.2714	76.4209	turk1311;comm1245;cent2326;sout2693;yeni1256;east2792
aiom1240	Aiome	Aiome	Ramu	Lower Sepik-Ramu		language	Papunesia	-5.1347	144.7650	lowe1437;ramu1234;aian1241
aird1238	Aird Hills	AirdHills	Kibiri	Kibiri		dialect	Papunesia			kibi1239
airm1240	Air Mata	AirMata	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;vehi1234;east2743;kupa1239
airm1241	Airmadidi	Airmadidi	Minahasan	Austronesian		dialect	Papunesia			aust1307;mala1545;mina1272;nort2886;nort2887;tons1240
airo1242	Airoran	Airoran	Kwerba	Greater Kwerba		language	Papunesia	-1.8522	138.1580	kwer1242;kwer1240;west1486
airr1238	Air	Air	Songhay	Songhay		dialect	Africa			song1307;nort2822;nort2823;tagd1238
airr1242	Air (Berber)	AirBerber	Berber	Afro-Asiatic		dialect	Africa			afro1255;berb1260;tuar1240;sout3263;taya1257
airy1239	Airym	Airym	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;oghu1243;nucl1769;azer1255;mode1262;nort2697;west2924
aita1238	Aita	Aita	West Bougainville	North Bougainville		dialect	Papunesia			nort2933;roto1248;roto1249
aito1238	Aiton	Aiton	Kam-Tai	Tai-Kadai		language	Eurasia	26.5145	92.3169	taik1256;kamt1241;daic1237;cent2251;wenm1239;sapa1255;sout3184;sout2743;shan1276;assa1264
aitu1237	Aitutaki	Aitutaki	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;cent2060;east2445;poly1242;nucl1485;nort3246;solo1260;cent2298;east2449;cent2062;mang1433;raro1241
aiya1239	Aiyangar	Aiyangar	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;tami1297;tami1298;tami1299;tami1300;tami1289
aiya1240	Aiyar	Aiyar	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;tami1297;tami1298;tami1299;tami1300;tami1289
aiye1241	Aiyegunle	Aiyegunle	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;nort3183;sout3171;okpa1238;west2472
aiye1242	||'Aiye	Aiye	Khoe-Kwadi	Khoe-Kwadi		dialect	Africa			khoe1240;khoe1241;nonk1236;ostk1235;shua1254
aizu1241	Aizu	Aizu	Japanese	Japonic		dialect	Papunesia			japo1237;japa1256;japa1258;nucl1643;east2526;toho1244;sout2953
aizu1242	Aizuare	Aizuare	Tupi-Guaraní	Tupian		dialect	South America			tupi1275;mawe1252;awet1245;tupi1276;sout3271;tupi1287;omag1247;omag1248
ajab1235	Aja (Benin)	AjaBenin	Kwa	Atlantic-Congo		language	Africa	7.0663	1.6499	atla1278;volt1241;kwav1236;gbee1241
ajam1240	Ajam	Ajam	Asmat-Kamoro	Nuclear Trans New Guinea		dialect	Papunesia			nucl1709;cent2116;asma1256;asma1257;cent2247;cent2117
ajas1235	Aja (Sudan)	AjaSudan	Kresh	Kresh-Aja		language	Africa	8.5800	25.6122	kres1240
ajaw1236	Ajawa	Ajawa	West Chadic	Afro-Asiatic		language	Africa	10.2100	9.8920	afro1255;chad1250;west2785;west2790;west2712
ajee1238	Aje	Aje	Defoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;defo1239;arig1246
ajie1238	Ajië	Ajie	Oceanic	Austronesian		language	Papunesia	-21.3029	165.4680	aust1307;mala1545;cent2237;east2712;ocea1241;sout3173;newc1243;main1286;sout3313;mids1246;houa1234
ajir1238	Ajiri of Hazara	AjiriofHazara	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;guja1255;raja1256;mewa1254;guja1253
ajiw1238	Ajiw	Ajiw	Mpur	Mpur		dialect	Papunesia			mpur1239
ajra1238	Ajra	Ajra	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;gbee1241;east2711;east2845;tofi1235
ajug1238	Ajugu	Ajugu	Moru-Ma'di	Central Sudanic		dialect	Africa			cent2225;moru1252;cent2043;avok1242
ajuh1237	Ajuh	Ajuh	Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;basa1291;grea1283;nort2888;lawa1257
ajum1239	Ajumba	Ajumba	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;b10b1234;myen1241
ajyi1238	Ajyíninka Apurucayali	AjyininkaApurucayali	Pre-Andine Arawakan	Arawakan		language	South America	-9.8236	-74.6195	araw1281;sout3131;prea1240;asha1244;asha1241;asha1242;ashe1271
akaa1242	Aka	Aka	Eastern Jebel	Eastern Jebel		language	Africa	11.2101	33.6524	east2386;akak1254
akab1248	Akabo	Akabo	Great Andamanese	Great Andamanese		language	Eurasia	12.3629	92.8011	grea1241;nort3276;nort2678;boca1235
akab1249	Akabea	Akabea	Great Andamanese	Great Andamanese		language	Eurasia	12.3782	92.7818	grea1241;sout2683
akab1250	Akabafa	Akabafa	Koiarian	Koiarian		dialect	Papunesia			koia1260;bara1376;esee1247
akac1240	Akacari	Akacari	Great Andamanese	Great Andamanese		language	Eurasia	13.4909	92.9485	grea1241;nort3276;nort2678;boca1235
akaj1239	Akajeru	Akajeru	Great Andamanese	Great Andamanese		language	Eurasia	13.1525	92.9504	grea1241;nort3276;nort2678;jeru1239
akak1251	Akakora	Akakora	Great Andamanese	Great Andamanese		language	Eurasia	12.0944	92.7466	grea1241;nort3276;nort2678;jeru1239
akak1252	Akakede	Akakede	Great Andamanese	Great Andamanese		language	Eurasia	12.8494	92.8227	grea1241;nort3276
akak1253	Akakol	Akakol	Great Andamanese	Great Andamanese		language	Eurasia	12.7325	92.7866	grea1241;midd1323;okol1242
akal1238	Aka Lel	AkaLel	Tani	Sino-Tibetan		dialect	Eurasia			sino1245;macr1268;tani1259;prew1234;west2797;suba1255;nyis1236
akam1238	Akamkpa-Ejagham	AkamkpaEjagham	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;ekoi1237;ekoi1236;ejag1240;ejag1239;west2482
akan1248	Akani	Akani	Tungusic	Tungusic		dialect	Eurasia			tung1282;east2366;orok1264;nana1257
akan1250	Akan	Akan	Kwa	Atlantic-Congo		language	Africa	6.3476	-1.3325	atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;akan1251
akar1243	Akarbale	Akarbale	Great Andamanese	Great Andamanese		language	Papunesia	12.6663	92.8278	grea1241;sout2683
akar1244	Akarre	Akarre	Central Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;aran1266;aran1267;aran1263;east2379
akas1241	Akassa	Akassa	Ijoid	Ijoid		dialect	Africa			ijoi1239;ijoo1239;east2383;sout2774
akas1242	Akaselem	Akaselem	Gur	Atlantic-Congo		language	Africa	8.8858	1.3703	atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;ntch1241
akaw1239	Akawaio	Akawaio	Cariban	Cariban		language	South America	6.1628	-60.8620	cari1283;vene1261;pemo1246;pemo1247;kapo1251
akeb1238	Akebu	Akebu	Kwa	Atlantic-Congo		language	Africa	7.7836	0.7767	atla1278;volt1241;kwav1236;kato1245;kebu1246
akee1238	Ake	Ake	Platoid	Atlantic-Congo		language	Africa	8.5954	8.7577	atla1278;volt1241;benu1247;benu1248;alum1249;jili1242;eggo1240
akei1237	Akei	Akei	Oceanic	Austronesian		language	Papunesia	-15.6377	166.7670	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;nort3205;espi1234;west2845
aker1238	Akerre	Akerre	Central Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;aran1266;aran1267;aran1263;west2441
akeu1235	Akeu	Akeu	Burmese-Lolo	Sino-Tibetan		language	Eurasia	22.1959	101.0823	sino1245;burm1265;lolo1265;lolo1267;hani1249;biso1244;hani1250;haya1251;akha1246
akha1245	Akha	Akha	Burmese-Lolo	Sino-Tibetan		language	Eurasia	21.2309	100.9640	sino1245;burm1265;lolo1265;lolo1267;hani1249;biso1244;hani1250;haya1251;akha1246
akhm1237	Akhmimic	Akhmimic	Egyptian-Coptic	Afro-Asiatic		dialect	Africa			afro1255;egyp1245;copt1239;uppe1445
akho1238	Akhoe	Akhoe	Khoe-Kwadi	Khoe-Kwadi		dialect	Africa			khoe1240;khoe1241;khoe1242;nort3245;haio1238
akht1238	Akhty	Akhty	Lezgic	Nakh-Daghestanian		dialect	Eurasia			nakh1245;dagh1238;lezg1248;nucl1321;east2790;east2367;aghu1259;lezg1247
akhv1239	Akhvakh	Akhvakh	Avar-Andic-Tsezic	Nakh-Daghestanian		language	Eurasia	42.4003	46.3037	nakh1245;dagh1238;avar1255;andi1254
akib1234	Akiblik	Akiblik	Anem	Anem		dialect				anem1249
akii1238	Aki	Aki	Madang	Nuclear Trans New Guinea		dialect	Papunesia			nucl1709;mada1298;kala1403;sout3148;soge1235;cent2257;apal1256
akim1239	Akimel O'odham	AkimelOodham	Tepiman	Uto-Aztecan		dialect	North America			utoa1244;sout3136;tepi1240;pima1249;toho1245
akit1239	Akit	Akit	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;keri1250
akit1240	Akita	Akita	Japanese	Japonic		dialect	Papunesia			japo1237;japa1256;japa1258;nucl1643;east2526;toho1244;nort2934
akka1237	Akkala Saami	AkkalaSaami	Saami	Uralic		language	Eurasia	67.8625	32.4046	ural1272;saam1281;east2324;main1280
akka1240	Akkadian	Akkadian	Semitic	Afro-Asiatic		language	Eurasia	33.1000	44.1000	afro1255;semi1276;east2678
akkk1240	Ak	Ak	Yellow River	Sepik		language	Papunesia	-3.5703	141.7840	sepi1257;yell1247
akla1241	Aklanon	Aklanon	Greater Central Philippine	Austronesian		language	Papunesia	11.5543	122.3540	aust1307;mala1545;grea1284;cent2246;bisa1268;west2820;akla1240
aknn1239	Akn	Akn	Armenian	Indo-European		dialect	Eurasia			indo1319;arme1241;east2768;homs1234;asia1266
akol1237	Akolet	Akolet	Oceanic	Austronesian		language	Papunesia	-6.2271	150.1820	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;araw1283;east2763
akon1238	Akono	Akono	Defoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;defo1239;yoru1244;edek1238;edea1234;east2738;sout3186;nucl1747;lucu1239;yoru1245
akoo1247	Ako	Ako	Burmese-Lolo	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;lolo1265;lolo1267;hani1249;biso1244;hani1250;haya1251;akha1246;akha1245
akoo1248	Akoose	Akoose	Bantoid	Atlantic-Congo		language	Africa	4.9243	9.6552	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;lund1274;leko1248;ngoe1239;mane1268;cent2284
akoo1249	Ako (Atlantic-Congo)	AkoAtlanticCongo	Igboid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;igbo1258;ekpe1253
akoo1250	Ako (Indonesia)	AkoIndonesia	Celebic	Austronesian		dialect	Papunesia			aust1307;mala1545;cele1242;kail1255;kail1253;sout2926;bada1260;bada1261
akoy1238	Akoye	Akoye	Angan	Angan		language	Papunesia	-7.6607	145.6690	anga1289;nucl1763;sout3130;tain1255
akpa1238	Akpa	Akpa	Idomoid	Atlantic-Congo		language	Africa	7.3259	8.0163	atla1278;volt1241;benu1247;idom1262;yaty1238
akpa1243	Akpafu	Akpafu	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nato1234;lele1262;lele1263;siwu1238
akpe1247	Akpe	Akpe	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nato1234;basi1245;anii1245
akpe1248	Akpes	Akpes	Edoid	Atlantic-Congo		language	Africa	7.5026	5.9556	atla1278;volt1241;benu1247;akpe1249
akpo1242	Akpo-Mgbu-Tolu	AkpoMgbuTolu	Igboid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;igbo1258;igbo1259;ikwe1242
akpo1243	Akpondu	Akpondu	Platoid	Atlantic-Congo		language	Africa	9.2352	8.5455	atla1278;volt1241;benu1247;benu1248;alum1249;alum1250;alum1251
akre1239	Akre	Akre	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;laki1246;kurd1259;nort2641;sout3317
akru1241	Chini	Chini	Ramu	Lower Sepik-Ramu		language	Papunesia	-4.8869	144.8210	lowe1437;ramu1234;goam1234;tamo1242
aksa1237	Aksanás	Aksanas	Alacalufan	Kawesqar		dialect				kawe1237;nort1506;qawa1238
akua1239	Akuapem	Akuapem	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;akan1251;akan1250;twii1234
akuk1235	Akuku	Akuku	Edoid	Atlantic-Congo		language	Africa	7.4035	6.3426	atla1278;volt1241;benu1247;akpe1249;edoi1239;nort3183;sout3171;okpe1251
akum1238	Akum	Akum	Platoid	Atlantic-Congo		language	Africa	6.8572	9.9626	atla1278;volt1241;benu1247;benu1248;yuku1244;akum1239
akun1239	Akunnu	Akunnu	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;akpe1248
akun1241	Akuntsu	Akuntsu	Tupari	Tupian		language	South America	-12.8322	-60.9716	tupi1275;tupa1251;nucl1716;akun1243
akur1238	Akurio	Akurio	Cariban	Cariban		language	South America	3.1961	-55.6294	cari1283;guia1242;tara1324;tiri1260
akus1238	Akusha	Akusha	Lak-Dargwa	Nakh-Daghestanian		dialect	Eurasia			nakh1245;dagh1238;darg1242;darg1241;nort3280;nucl1774;aqus1234
akwa1247	Akwa (Nigeria)	AkwaNigeria	Kainji	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;kain1275;cent2242;shir1273;shir1275;pong1250
akwa1248	Akwa	Akwa	Bantoid	Atlantic-Congo		language	Africa	-0.3990	15.4623	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;koyo1244
akwa1249	Akwanga	Akwanga	Platoid	Atlantic-Congo		dialect				atla1278;volt1241;benu1247;benu1248;west2801;ninz1247;mada1282
akye1239	Akyem Bosome	AkyemBosome	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;akan1251;akan1250
alab1237	Alabama	Alabama	Muskogean	Muskogean		language	North America	30.7674	-94.6285	musk1252;alab1247
alab1246	Alabat Island Agta	AlabatIslandAgta	Greater Central Philippine	Austronesian		language	Papunesia	14.1217	122.0140	aust1307;mala1545;grea1284;cent2246;alab1255
alab1254	Alaba-K'abeena	AlabaKabeena	Highland East Cushitic	Afro-Asiatic		language	Africa	7.3901	38.1732	afro1255;cush1243;east2699;high1285;sida1247;hadi1241;kamb1318
alab1256	Alabugat Tatar	AlabugatTatar	Turkic	Turkic		dialect				turk1311;comm1245;kipc1239;sout2701;noga1249
alac1239	Alacalufe-Austral	AlacalufeAustral	Alacalufan	Kawesqar		language	South America	-54.7880	-70.1404	kawe1237
alac1240	Alacalufe-Central	AlacalufeCentral	Alacalufan	Kawesqar		language	South America	-53.4357	-71.0413	kawe1237;nort1506
alac1244	Alacatlatzala Mixtec	AlacatlatzalaMixtec	Mixtecan	Otomanguean		language	North America	17.2500	-98.5800	otom1299;east2557;amuz1253;mixt1422;mixt1423;mixt1427;guer1245
alad1239	Alada	Alada	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;gbee1241;east2711;fong1244;wudu1238
alag1242	Alago	Alago	Idomoid	Atlantic-Congo		language	Africa	8.3499	8.5208	atla1278;volt1241;benu1247;idom1262;etul1244;etul1246;nucl1732
alag1243	Alag-Bako	AlagBako	North Mangyan	Austronesian		dialect	Papunesia			aust1307;mala1545;nort2873;iray1237
alag1248	Alagwa	Alagwa	Southern Cushitic	Afro-Asiatic		language	Africa	-4.6415	35.7231	afro1255;cush1243;sout3054;west2720;nort3164
alak1252	Alakong	Alakong	Bahnaric	Austroasiatic		dialect	Eurasia			aust1305;bahn1264;nort3150;hres1236;bona1256;bahn1262
alak1253	Alak	Alak	Bahnaric	Austroasiatic		language	Eurasia	15.5565	106.5970	aust1305;bahn1264
alak1254	Alakaman	Alakaman	Greater Alor	Timor-Alor-Pantar		dialect	Papunesia			timo1261;alor1249;alor1250;abui1241
alam1246	Alamblak	Alamblak	Sepik Hill	Sepik		language	Papunesia	-4.6631	143.3160	sepi1257;sepi1258;east2496
alan1247	Åland Islands Swedish	AlandIslandsSwedish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;nort3160;nort3266;east2780;east2781;east2303
alan1248	Alangua	Alangua	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;biaa1238;nort2767;anyi1246;anyi1245
alan1249	Alangan	Alangan	North Mangyan	Austronesian		language	Papunesia	13.0982	121.0220	aust1307;mala1545;nort2873
alan1250	Alango	Alango	Eastern Highlands	Nuclear Trans New Guinea		dialect	Papunesia			nucl1709;kain1273;goro1272;nucl1760;nucl1756;sian1257
alar1239	Alar	Alar	Mongolic	Mongolic-Khitan		dialect	Eurasia			mong1349;mong1329;oira1260;oira1264;khal1273;buri1258;russ1264
