GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
leiv1234	Leivu-Lutsi	LeivuLutsi	Finnic	Uralic		dialect				ural1272;finn1317;sout2679
leiv1235	Leivu	Leivu	Finnic	Uralic		dialect				ural1272;finn1317;sout2679;leiv1234
leiz1236	Leizhou	Leizhou	Chinese	Sino-Tibetan		dialect	Eurasia			sino1245;sini1245;minn1248;coas1318;minn1241;qion1239
leko1247	Lekon	Lekon	Northwest Sumatra-Barrier Islands	Austronesian		dialect	Papunesia			aust1307;mala1545;nort2829;nucl1463;ment1248;nias1241;siku1242
leks1234	Leksand	Leksand	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;nort3160;nort3266;east2780;dale1238;oste1242;neda1234
lela1244	Lela	Lela	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;grus1239;nort2782;nuna1234;kase1253
lela1245	Lelain	Lelain	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;west2545;roti1239;deng1253
lela1246	Lelak	Lelak	North Borneo	Austronesian		language	Papunesia	4.1143	114.0290	aust1307;mala1545;nort3253;nort3171;bera1263;cent2094;cent2273
lele1264	Lelemi	Lelemi	Kwa	Atlantic-Congo		language	Africa	7.3455	0.5075	atla1278;volt1241;kwav1236;nato1234;lele1262;lele1263
lele1265	Lele (Democratic Republic of Congo)	LeleDemocraticRepublicofCongo	Bantoid	Atlantic-Congo		language	Africa	-4.9467	20.5674	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;kela1261;vieu1234;nkut1239;bosh1243;bush1251
lele1266	Lele (Guinea)	LeleGuinea	Western Mande	Mande		language	Africa	8.9804	-10.3710	mand1469;west2780;mand1431;cent2047;mand1432;mand1433;mand1434;nucl1445
lele1267	Lelepa	Lelepa	Oceanic	Austronesian		language	Papunesia	-17.6042	168.2020	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;epie1239;efat1236;nort3222
lele1268	Lelet	Lelet	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;meso1253;newi1242;mada1284;mada1285
lele1269	Lelehudi	Lelehudi	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;nucl1744;nort2848;aret1241;taup1241;tawa1275
lele1270	Lele (Papua New Guinea)	LelePapuaNewGuinea	Oceanic	Austronesian		language	Papunesia	-2.0478	147.2070	aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;manu1262;east2460;koro1314
lele1271	Lelenuk	Lelenuk	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;west2545;roti1239;nucl1753;bilb1242
lele1276	Lele (Chad)	LeleChad	East Chadic	Afro-Asiatic		language	Africa	9.1580	15.8115	afro1255;chad1250;east2632;east2640;east2645;east2721
leli1237	Leliali	Leliali	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;cent2254;east2466;nunu1252;kaye1241
lelu1237	Lelu-Tafunsak	LeluTafunsak	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;micr1243;micr1244;kosr1238
lema1242	Lema	Lema	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;kili1269;chag1248;chag1250;cent2286;vunj1238
lema1243	Lemanak	Lemanak	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;iban1263;iban1264
lemb1261	Lembetu	Lembetu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;soth1250;vend1245
lemb1262	Lembue	Lembue	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sabi1248;malu1252;cent2321;bemb1256;bemb1257
lemb1263	Lembak Bliti	LembakBliti	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;midd1346;coll1240
lemb1264	Lembak Sindang	LembakSindang	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;midd1346;coll1240
lemb1265	Lembur	Lembur	Greater Alor	Timor-Alor-Pantar		dialect	Papunesia			timo1261;alor1249;alor1250;kama1365
lemb1266	Lembena	Lembena	Engan	Nuclear Trans New Guinea		language	Papunesia	-4.9950	143.8910	nucl1709;enga1254;enga1251
leme1238	Lemerig	Lemerig	Oceanic	Austronesian		language	Papunesia	-13.7397	167.4207	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;nort3205;torr1262;leme1240
leme1239	Lemena	Lemena	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;kaya1335;kaya1336;kaya1333;reja1244;reja1241
leme1241	Lemel	Lemel	Bantoid	Atlantic-Congo		dialect				atla1278;volt1241;benu1247;bant1294;nort3168;mamb1309;niza1234;konj1251;mamb1310;mamb1311;mamb1312;nige1255
lemi1242	Lemiting	Lemiting	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;bera1263;cent2094;cent2272;kipu1237
lemi1243	Lemio	Lemio	Madang	Nuclear Trans New Guinea		language	Papunesia	-5.6141	146.4410	nucl1709;mada1298;raic1241;kabe1245
lemk1239	Lemko	Lemko	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;east1426;ukra1257;rusy1239
lemn1237	Lemnian	Lemnian	Lemnian	Unclassifiable (Lemnian)		language	Eurasia			uncl1493
lemo1242	Lemoro	Lemoro	Kainji	Atlantic-Congo		language	Africa	10.4366	8.7051	atla1278;volt1241;benu1247;kain1275;cent2242;basa1288;east2404;josa1234;nort3210;nort3215;chok1248;lemo1244
lemo1243	Lemolang	Lemolang	South Sulawesi	Austronesian		language	Papunesia	-2.6331	120.2700	aust1307;mala1545;sout2923
lemy1239	Lemyo	Lemyo	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;kuki1246;peri1260;sout3160;asho1237;asho1236
lena1238	Lenakel	Lenakel	Oceanic	Austronesian		language	Papunesia	-19.4763	169.2610	aust1307;mala1545;cent2237;east2712;ocea1241;sout3173;sout2868;tann1242;nort3218
lenc1242	Lenca-Honduras	LencaHonduras	Lencan	Lencan		language	North America	13.6673	-87.4988	lenc1239
lenc1243	Lenca-Salvador	LencaSalvador	Lencan	Lencan		language	North America	13.5606	-88.1140	lenc1239
lend1245	Lendu	Lendu	Lendu	Central Sudanic		language	Africa	2.1898	30.6794	cent2225;lend1246;bale1255
leng1257	Lengue	Lengue	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;chop1242;chop1243
leng1258	Lengola	Lengola	Bantoid	Atlantic-Congo		language	Africa	-1.9587	25.3343	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;lebo1246
leng1259	Lengo	Lengo	Oceanic	Austronesian		language	Papunesia	-9.5642	160.4200	aust1307;mala1545;cent2237;east2712;ocea1241;sout2853;guad1241;nucl1470;nort2832
leng1260	Lengilu	Lengilu	North Borneo	Austronesian		language	Papunesia	3.6964	115.9100	aust1307;mala1545;nort3253;nort3171;kela1257;kela1260
leni1238	Linngithigh	Linngithigh	Northern Pama-Nyungan	Pama-Nyungan		language	Australia	-12.7714	141.9620	pama1250;pama1251;nort2758;leni1237
lenj1248	Lenje	Lenje	Bantoid	Atlantic-Congo		language	Africa	-14.7192	28.2581	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;bota1239;lenj1247;cent2279;kafu1239
lenk1245	Lenkoran	Lenkoran	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;tati1243;tati1244;cent2265;taly1247;nort2639
lenk1246	Lenkaran	Lenkaran	Turkic	Turkic		dialect	Eurasia			turk1311;comm1245;oghu1243;nucl1769;azer1255;mode1262;nort2697;east2839
lenk1247	Lenkau	Lenkau	Oceanic	Austronesian		language	Papunesia	-2.3337	147.7420	aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;sout2879
lenm1234	Len (Mambila)	LenMambila	Bantoid	Atlantic-Congo		dialect				atla1278;volt1241;benu1247;bant1294;nort3168;mamb1309;niza1234;konj1251;mamb1310;mamb1311;mamb1312;nige1255
lenn1234	Len	Len	Morehead and Upper Maro Rivers	Yam		language	Papunesia	-9.1200	142.1000	more1255;more1256;namb1292;namo1249
lent1241	Lentex	Lentex	Kartvelian	Kartvelian		dialect	Eurasia			kart1248;svan1243
leny1238	Lenyima	Lenyima	Cross River	Atlantic-Congo		language	Africa	6.0013	8.2895	atla1278;volt1241;benu1247;delt1251;uppe1418;cent2027;east2400;mbem1251;legb1241;leny1239
leon1250	Leonese	Leonese	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;sout3183;west2838;astu1244;astu1245
leon1251	Leonais	Leonais	Celtic	Indo-European		dialect	Eurasia			indo1319;celt1248;nucl1715;tgbc1234;insu1254;bryt1239;sout3176;bret1244
leon1252	Leon	Leon	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;nort3205;torr1262;leme1240;vera1241
lepc1244	Lepcha	Lepcha	Lepcha	Sino-Tibetan		language	Eurasia	27.0869	88.5726	sino1245;hima1249
lepk1238	Lepki	Lepki	Lepki-Murkim	Lepki-Murkim		language	Papunesia	-4.1059	140.4640	lepk1239
lepo1240	Lepontic	Lepontic	Celtic	Indo-European		language	Eurasia	45.9800	8.9200	indo1319;celt1248;nucl1715;cisa1238
lepo1241	Lepo' Kulit	LepoKulit	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;keny1280;high1288;main1275
lepu1239	Lepu Potong (Lundayeh)	LepuPotongLundayeh	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;kela1257;lund1271
lepu1240	Lepu Potong	LepuPotong	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;kela1257;kela1260;kela1258
lere1241	Lere	Lere	Kainji	Atlantic-Congo		language	Africa	10.4789	8.9334	atla1278;volt1241;benu1247;kain1275;cent2242;basa1288;east2404;josa1234;nort3210
lere1242	Lere (Burkina Faso)	LereBurkinaFaso	Eastern Mande	Mande		dialect	Africa			mand1469;east2697;bisa1265;biss1248
leri1235	Lerik	Lerik	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;tati1243;tati1244;cent2265;taly1247;nort2639
lesa1237	Lesa	Lesa	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;cent2254;east2466;east2741;seti1249;beng1287
lese1243	Lese	Lese	Mangbutu-Efe	Central Sudanic		language	Africa	1.3000	29.3000	cent2225;memb1239;mang1425;lese1245
lese1244	Lese Karo	LeseKaro	Mangbutu-Efe	Central Sudanic		dialect	Africa			cent2225;memb1239;mang1425;lese1245;lese1243
lesi1239	Lesing-Gelimi	LesingGelimi	Oceanic	Austronesian		language	Papunesia	-6.1989	150.5060	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;araw1283;east2763
lesi1240	Lesing	Lesing	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;araw1283;east2763;lesi1239
leso1234	Lesotho Sign Language	LesothoSignLanguage	Sign Languages	Sign Language		language	Africa			sign1238;deaf1237;bsli1234;sout3228
less1241	Eastern Kabyle	EasternKabyle	Berber	Afro-Asiatic		dialect	Africa			afro1255;berb1260;kaby1244;kaby1243
lete1240	Lete	Lete	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;soth1250;soth1251;soth1248;tswa1256;tswa1253
lete1241	Letemboi-Repanbitip	LetemboiRepanbitip	Oceanic	Austronesian		language	Papunesia	-16.4339	167.5660	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;mala1539;west2871;peri1262;sout3240
lete1242	Letemboi	Letemboi	Oceanic	Austronesian		dialect				aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;mala1539;west2871;peri1262;sout3240;lete1241
leti1244	Letia	Letia	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;bafi1244;nucl1740;lefa1243;lefa1242
leti1245	Leti (Cameroon)	LetiCameroon	Bantoid	Atlantic-Congo		language	Africa	4.5746	11.4050	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;mbam1252;sana1278
leti1246	Leti (Indonesia)	LetiIndonesia	Central Malayo-Polynesian	Austronesian		language	Papunesia	-8.1981	127.6740	aust1307;mala1545;cent2237;cent2245;timo1259;east2732;luan1261;luan1262
leva1238	Levai	Levai	Hruso	Hruso		dialect	Eurasia			hrus1242
leve1237	Levei	Levei	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;manu1262;west2533;west2849;kheh1237
levu1239	Central Lembata-Lewokukun	CentralLembataLewokukun	Central Malayo-Polynesian	Austronesian		language	Papunesia	-8.4709	123.4400	aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1294;levu1240
lewa1240	Lewa	Lewa	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;flor1240;sumb1242;sumb1243;kamb1320;kamb1299
lewi1238	Lewin	Lewin	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;assy1241;west2765
lewo1242	Lewo	Lewo	Oceanic	Austronesian		language	Papunesia	-16.7612	168.3340	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;epie1239;epii1237;lame1259
lewo1243	Lewo Eleng	LewoEleng	Central Malayo-Polynesian	Austronesian		language	Papunesia	-8.3574	123.6520	aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1297
lewo1244	Lewotobi	Lewotobi	Central Malayo-Polynesian	Austronesian		language	Papunesia	-8.5457	122.7470	aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1293;flor1242
lewo1245	Lewopenutu	Lewopenutu	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1294;west2541;laba1242
lewo1246	Lewotala	Lewotala	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1294;west2541;laba1242
lewo1247	Lewokukun	Lewokukun	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1294;levu1240;levu1239
lewo1248	Lewolaga-Bama	LewolagaBama	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1293;flor1242;lama1277;nucl1534;west2542
lewo1249	Lewolaga	Lewolaga	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1293;flor1242;lama1277;nucl1534;west2542;lewo1248
lewo1250	Lewolema-Waibalun	LewolemaWaibalun	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1293;flor1242;lama1277;nucl1534;east2807
lewo1251	Lewolema	Lewolema	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1293;flor1242;lama1277;nucl1534;east2807;lewo1250
leww1238	Lew	Lew	Masa	Afro-Asiatic		dialect	Africa			afro1255;chad1250;masa1323;nort3157;marb1244;muse1242
leya1238	Leya	Leya	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;bota1239;lenj1247;cent2279;domb1246
leyi1238	Leyigha	Leyigha	Cross River	Atlantic-Congo		language	Africa	5.9883	8.2086	atla1278;volt1241;benu1247;delt1251;uppe1418;cent2027;east2400;mbem1251;legb1241;leny1239
leyt1237	Leyte	Leyte	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;cent2246;bisa1268;cebu1242
lezg1247	Lezgian	Lezgian	Lezgic	Nakh-Daghestanian		language	Eurasia	41.5157	47.8951	nakh1245;dagh1238;lezg1248;nucl1321;east2790;east2367;aghu1259
lhok1238	Lhokpu	Lhokpu	Himalayish	Sino-Tibetan		language	Eurasia	26.9135	89.3099	sino1245;hima1249
lhok1239	Lhoka	Lhoka	Bodic	Sino-Tibetan		dialect				sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;cent2346;tibe1272;dbus1238
lhom1239	Lhomi	Lhomi	Bodic	Sino-Tibetan		language	Eurasia	27.5948	87.7161	sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;cent2346;sout3216
lhoo1238	Lho	Lho	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;cent2346;sout3216;kyir1235;gyal1235;nubr1241;nubr1243
liab1237	Liabuku	Liabuku	Celebic	Austronesian		language	Papunesia	-5.3227	122.6990	aust1307;mala1545;cele1242;east2488;sout2928;muna1246;nucl1573;muni1256;muni1259;west2847
liae1237	Liae	Liae	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;flor1240;sumb1242;hawu1234;sabu1255
liah1237	Liah Bing	LiahBing	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;kaya1335;moda1243;moda1244
lian1251	Liangmai Naga	LiangmaiNaga	Kuki-Chin	Sino-Tibetan		language	Eurasia	25.1600	93.5420	sino1245;kuki1245;zeme1241;nucl1313
lian1252	Lianshan Zhuang	LianshanZhuang	Kam-Tai	Tai-Kadai		language	Eurasia	24.5000	112.0500	taik1256;kamt1241;daic1237;nort3326;nort3180;nort3189
lian1253	Lianhua	Lianhua	Hmongic	Hmong-Mien		dialect	Eurasia			hmon1336;hmon1337;nucl1714;jion1235;hone1239;shee1238
lian1254	Liang	Liang	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;cent2254;east2466;nunu1252;piru1243;east2752;sole1243;sera1270;ambo1254;nort3236;tule1244
lian1255	Liana-Seti	LianaSeti	Central Malayo-Polynesian	Austronesian		language	Papunesia	-3.1183	129.8990	aust1307;mala1545;cent2237;cent2245;cent2254;east2466;east2741;seti1249
lian1256	Lianmin Yao	LianminYao	Kam-Tai	Tai-Kadai		language	Eurasia	26.9379	110.1578	taik1256;kamt1241;kams1241;mula1252;kami1255
lian1258	Lianghe Achang	LiangheAchang	Burmese-Lolo	Sino-Tibetan		language	Eurasia	24.7506	98.3031	sino1245;burm1265;lolo1265;burm1266;nort2720;high1273;acha1252
lian1259	Liancheng	Liancheng	Chinese	Sino-Tibetan		dialect		25.5667	116.7833	sino1245;sini1245;clas1255;midd1354;hakk1236;ting1250
liar1238	Liaro	Liaro	Mel	Atlantic-Congo		dialect	Africa			atla1278;mela1257;bull1245;kiss1245;nort2765
lias1237	Lias	Lias	Northern Luzon	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3238;meso1254;sout3211;cent2296;nort3240;nucl1754;bont1246;bont1247;fina1242
libb1237	Libbung	Libbung	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;kela1257;kela1260;kela1258
libe1247	Liberia Kpelle	LiberiaKpelle	Western Mande	Mande		language	Africa	6.9205	-9.9613	mand1469;west2780;mand1431;sout2842;kpel1252
libi1244	Libinza	Libinza	Bantoid	Atlantic-Congo		language	Africa	1.9773	18.8886	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;libi1251;libi1252
libi1245	Libisegahun	Libisegahun	Western Mande	Mande		dialect	Africa			mand1469;west2780;mand1431;sout2842;mend1263;mend1264;mend1265;loko1255
libi1250	Libido	Libido	Highland East Cushitic	Afro-Asiatic		language	Africa	8.0976	38.4997	afro1255;cush1243;east2699;high1285;sida1247;hadi1241;hadi1242
libo1242	Libon	Libon	Greater Central Philippine	Austronesian		dialect	Papunesia	13.1700	123.5000	aust1307;mala1545;grea1284;cent2246;biko1240;inla1266;alba1269
liby1235	Libyan Sign Language	LibyanSignLanguage	Sign Languages	Sign Language		language	Africa	29.5120	17.5730	sign1238;deaf1237;arab1398
liby1240	Libyan Arabic	LibyanArabic	Semitic	Afro-Asiatic		language	Africa	22.0032	15.0014	afro1255;semi1276;west2786;cent2236;arab1394;arab1395;nort3191
lich1241	Lichiang	Lichiang	Naxi	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;naqi1236;naic1235;nais1236;naxi1245
lich1242	Lichabool-Nalong	LichaboolNalong	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;konk1271;konk1269
liec1234	Liechtensteinisch	Liechtensteinisch	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;high1289;high1286;midd1349;mode1258;alem1243;sout3294;swis1247;high1290
liga1237	Ligao	Ligao	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;cent2246;biko1240;inla1266;alba1269
ligb1243	Ligbeln	Ligbeln	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;konk1271;konk1269
ligb1244	Ligbi	Ligbi	Western Mande	Mande		language	Africa	7.9429	-2.5635	mand1469;west2780;mand1431;cent2047;mand1432;jogo1241;jogo1242
lige1238	Ligenza	Ligenza	Bantoid	Atlantic-Congo		language	Africa	2.8617	22.4936	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1250;ngom1274
ligh1234	Light Warlpiri	LightWarlpiri	Light Warlpiri	Mixed Language (Light Warlpiri)		language	Australia			mixe1287;warl1257
ligo1238	Ligo	Ligo	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;bari1283;bari1284
ligr1238	Ligri	Ligri	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;jara1262;nige1254;jara1275;jara1263
ligu1248	Ligurian	Ligurian	Romance	Indo-European		language	Eurasia	44.0816	7.9052	indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1279
ligu1250	Liguri	Liguri	Daju	Dajuic		dialect	Africa			daju1249;east2428;logo1261
lihe1238	Lihen	Lihen	Senagi	Senagi		dialect	Papunesia			sena1264;dera1245
lihi1237	Lihir	Lihir	Oceanic	Austronesian		language	Papunesia	-3.1890	152.6060	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;meso1253;newi1242;taba1270
liji1238	Lijili	Lijili	Platoid	Atlantic-Congo		language	Africa	8.5219	8.3556	atla1278;volt1241;benu1247;benu1248;alum1249;jili1242;jili1243
lika1243	Liko	Liko	Bantoid	Atlantic-Congo		language	Africa	2.1378	27.6088	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;abab1240;oldb1234;midd1348
lika1244	Likaw	Likaw	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1250;bomb1262
like1238	Likes-Utsia	LikesUtsia	Northern Atlantic	Atlantic-Congo		dialect	Africa			atla1278;nort3146;cent2230;bakk1238;jool1234;manj1250;curb1234;mand1419
liki1240	Balobo	Balobo	Bantoid	Atlantic-Congo		language	Africa	1.7511	19.0222	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;libi1251;libi1252
liki1241	Liki	Liki	Oceanic	Austronesian		language	Papunesia	-1.6065	138.7310	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;sarm1241;sarm1242;sobe1239;sobe1240
liki1242	Likisovskoje	Likisovskoje	Ugric	Uralic		dialect				ural1272;khan1279;east2774;surg1248
liko1247	Likoonli	Likoonli	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;konk1271;konk1269
liko1248	Likó	Liko	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;abab1240;oldb1234;midd1348;lika1243
liko1250	Likolo	Likolo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kele1261;kele1263;sopo1239;poke1238
liku1242	Likuba	Likuba	Bantoid	Atlantic-Congo		language	Africa	-1.2793	16.4702	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;koyo1244;likw1240
liku1243	Likum	Likum	Oceanic	Austronesian		language	Papunesia	-2.1616	146.6950	aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;manu1262;west2533;west2849
liku1244	Likupang	Likupang	Minahasan	Austronesian		dialect	Papunesia			aust1307;mala1545;mina1272;nort2886;nort2887;tons1240
likw1239	Likwala	Likwala	Bantoid	Atlantic-Congo		language	Africa	-0.4898	16.5967	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;koyo1244;likw1240
lila1245	Lila	Lila	Kainji	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;kain1275;cent2242;duka1247;clel1239;clel1238
lila1246	Lilau	Lilau	Monumbo	Bogia		language	Papunesia	-4.3548	144.9900	monu1249
lili1247	Lilima	Lilima	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;shon1250;kala1405;kala1384
lili1248	Liliga	Liliga	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nyan1317;mitu1241;lega1252;lega1253;west2869;lega1249
lili1249	Liliká	Lilika	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;abab1240;oldb1234;midd1348;lika1243
lili1250	Lilikó	Liliko	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;abab1240;oldb1234;midd1348;lika1243
lill1247	Lillois	Lillois	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1280;oila1234;cent2283;pica1241
lill1248	Lillooet	Lillooet	Interior Salish	Salishan		language	North America	50.7272	-122.0400	sali1255;inte1241;nort2948
lima1246	Limassa	Limassa	Ubangi	Atlantic-Congo		language	Africa	2.2681	16.1874	atla1278;volt1241;nort3149;came1255;uban1244;ngba1292;west2836;baka1271
